total 17300
drwxr-xr-x  2 root root   49152 oct.  27 23:26 .
-rw-r--r--  1 root root   81447 oct.  24 16:15 hplip-3.13.10-i486-1
-rw-r--r--  1 root root    6988 oct.  24 16:23 htdig-3.2.0b6-i486-4
-rw-r--r--  1 root root    1068 oct.  24 16:15 htop-1.0.2-i486-1
-rw-r--r--  1 root root   30419 oct.  24 16:23 httpd-2.4.6-i486-1
-rw-r--r--  1 root root    2777 oct.  24 16:19 hunspell-1.3.2-i486-1
-rw-r--r--  1 root root     822 oct.  24 16:35 iceauth-1.0.6-i486-1
-rw-r--r--  1 root root     808 oct.  24 16:23 icmpinfo-1.11-i486-1
-rw-r--r--  1 root root     745 oct.  24 16:35 ico-1.0.4-i486-1
-rw-r--r--  1 root root    1193 oct.  24 16:19 icon-naming-utils-0.8.90-i486-2
-rw-r--r--  1 root root    7403 oct.  24 16:19 icu4c-51.2-i486-1
-rw-r--r--  1 root root    2199 oct.  24 16:23 idnkit-1.0-i486-1
-rw-r--r--  1 root root     911 oct.  24 16:23 iftop-1.0pre2-i486-1
-rw-r--r--  1 root root    2831 oct.  24 16:19 ilmbase-1.0.3-i486-1
-rw-r--r--  1 root root   67065 oct.  24 16:37 imagemagick-6.8.6_10-i486-1
-rw-r--r--  1 root root    1101 oct.  24 16:35 imake-1.0.5-i486-1
-rw-r--r--  1 root root     838 oct.  24 16:23 imapd-2.11-i486-1
-rw-r--r--  1 root root    2543 oct.  24 16:19 imlib-1.9.15-i486-7
-rw-r--r--  1 root root    3313 oct.  27 23:23 imlib2-1.4.7-i486-1_SBo
-rw-r--r--  1 root root    2971 oct.  24 16:30 indent-2.2.10-i486-1
